,education-num,capital-gain,capital-loss,age-range_encoded,workclass_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,singleormarried_encoded,working-hours-range_encoded,unitedstateorothers_encoded,income-per-year_encoded
28249,9,0,0,6,2,11,3,4,0,1,1,1,0
28250,9,0,0,3,2,0,0,4,1,0,1,1,0
28251,9,0,0,2,3,3,4,4,1,1,1,1,0
28252,7,0,0,1,2,7,4,2,0,1,1,1,0
28253,9,0,0,1,2,2,3,4,1,1,1,1,0
28254,9,0,0,0,2,7,1,4,1,1,1,1,0
28255,10,0,0,2,2,12,0,4,1,0,1,1,1
28256,9,5178,0,3,3,2,0,4,1,0,1,1,1
28257,16,0,0,2,1,9,4,4,0,1,1,1,0
28258,9,0,0,0,2,3,0,4,1,0,1,1,1
28259,10,3137,0,4,4,13,0,4,1,0,1,1,0
28260,9,0,0,2,2,6,0,4,1,0,1,1,0
28261,9,7688,0,2,4,2,0,4,1,0,1,1,1
28262,6,0,0,0,2,5,2,4,1,1,1,0,0
28263,7,0,0,6,2,5,2,4,1,1,0,1,0
28264,15,99999,0,3,4,9,0,3,1,0,2,0,1
28265,9,0,0,6,2,2,2,4,1,1,0,1,0
28266,16,0,0,4,2,9,0,4,1,0,2,1,1
28267,16,0,0,2,2,3,0,4,1,0,2,1,1
28268,9,0,0,0,2,2,1,4,1,1,1,1,0
28269,9,0,0,1,2,9,1,4,1,1,1,1,0
28270,13,0,0,4,2,10,0,1,1,0,1,0,1
28272,14,15024,0,2,1,9,0,4,1,0,0,1,1
28273,9,0,0,0,0,3,4,4,0,1,2,0,0
28274,13,0,0,0,2,11,3,4,1,1,1,1,0
28275,10,0,0,0,0,0,3,2,0,1,0,1,0
28277,9,0,0,0,2,5,3,4,1,1,1,1,0
28278,9,0,0,0,2,5,3,0,1,1,1,1,0
28279,10,0,0,1,0,6,0,2,1,0,1,1,0
28280,7,0,0,6,2,11,3,4,0,1,3,1,0
28281,7,0,0,1,2,7,4,2,0,1,1,1,0
28282,9,0,0,0,2,4,1,4,1,1,1,1,0
28283,9,0,0,1,2,4,1,4,1,1,2,1,0
28284,9,0,0,0,2,6,1,4,1,1,1,1,0
28285,10,0,0,0,4,7,0,4,1,0,1,1,0
28286,11,0,0,3,1,10,0,4,1,0,1,1,1
28287,13,0,0,2,4,9,4,4,0,1,1,1,0
28288,14,7688,0,1,2,11,0,4,1,0,1,1,1
28289,9,0,0,1,2,6,3,4,1,1,1,1,0
28290,9,0,0,3,2,0,1,4,0,1,1,1,0
28291,12,0,0,0,2,2,1,4,1,1,1,1,0
28292,14,0,0,3,2,7,0,4,1,0,1,1,0
28294,13,99999,0,4,3,3,0,4,1,0,2,1,1
28295,9,0,0,2,2,6,1,1,0,1,1,0,0
28296,3,0,0,4,2,2,0,4,1,0,1,0,0
28297,9,0,0,0,2,2,0,0,1,0,1,1,0
28298,10,0,0,1,2,2,0,4,1,0,1,1,1
28299,10,0,0,0,5,7,1,4,0,1,1,0,0
28300,12,0,0,2,2,12,0,4,1,0,1,1,1
28301,15,0,0,2,3,9,0,4,1,0,2,0,1
28302,9,0,0,3,2,6,1,4,1,1,1,1,0
28304,9,0,0,2,2,6,0,4,1,0,1,1,0
28305,9,0,0,1,2,6,1,4,1,1,1,1,0
28306,9,0,0,2,2,0,0,2,1,0,1,1,0
28307,10,0,0,5,3,3,1,4,1,1,3,1,0
28308,10,0,0,3,2,2,0,4,1,0,1,1,1
28309,13,0,0,0,2,9,1,4,0,1,1,1,0
28310,9,0,0,3,4,2,0,4,1,0,1,1,1
28311,10,0,0,0,2,0,3,4,0,1,0,1,0
28312,10,0,0,1,2,2,0,4,1,0,1,1,1
28313,10,0,0,0,2,12,5,4,0,0,1,1,0
28314,9,0,0,2,4,3,0,4,1,0,1,1,0
28315,9,0,0,1,2,2,0,4,1,0,1,1,1
28316,10,0,0,0,2,11,1,4,0,1,1,1,0
28317,9,0,0,1,2,2,0,2,1,0,1,1,0
28318,14,99999,0,1,4,9,0,2,1,0,2,1,1
28319,9,0,0,6,2,5,3,4,1,1,0,1,0
28321,9,0,0,1,2,6,0,4,1,0,1,1,0
28322,14,0,0,0,2,9,0,4,1,0,1,1,1
28323,5,0,0,3,2,2,1,2,1,1,1,0,0
28324,13,0,0,1,2,9,1,4,1,1,0,1,0
28325,15,15024,0,3,3,9,0,4,1,0,2,1,1
28326,14,0,0,2,2,9,1,4,0,1,1,1,0
28327,10,0,0,1,2,2,0,4,1,0,1,1,0
28328,7,0,0,0,2,11,3,4,0,1,0,1,0
28329,13,0,0,0,5,10,0,4,1,0,1,1,1
28330,9,0,0,1,2,10,4,4,0,1,1,1,0
28331,9,0,0,1,2,7,4,4,0,1,0,1,0
28332,9,0,0,2,2,13,0,4,1,0,1,1,0
28333,9,0,2754,4,2,11,4,4,0,1,0,1,0
28334,10,0,0,3,2,0,0,4,1,0,0,1,0
28336,4,0,0,3,2,7,3,2,0,1,0,1,0
28337,10,0,1887,2,4,2,0,4,1,0,1,1,1
28338,14,0,0,2,2,9,4,4,0,1,1,1,0
28339,13,0,0,2,2,9,0,4,1,0,1,1,1
28340,10,0,0,4,2,7,0,4,1,0,1,1,0
28341,9,0,0,0,2,2,0,4,1,0,1,1,0
28342,13,0,0,3,2,3,0,4,1,0,1,1,1
28345,9,0,0,2,2,0,1,4,0,1,1,1,0
28346,9,0,0,2,3,11,0,4,1,0,1,1,1
28347,9,0,0,2,0,0,4,4,0,1,1,1,0
28348,10,0,1977,3,3,3,0,4,1,0,1,1,1
28349,16,99999,0,4,3,3,0,4,1,0,1,1,1
28350,9,0,0,0,2,6,3,2,0,1,1,1,0
28351,10,0,0,1,2,0,4,2,0,1,0,1,0
28352,9,0,0,1,2,11,3,4,0,1,0,1,0
28353,11,0,0,1,2,0,4,4,0,1,1,1,0
28354,13,0,0,4,2,3,0,4,1,0,0,1,1
28355,10,0,0,0,2,11,2,4,1,1,1,1,0
28356,9,0,0,2,2,2,0,4,1,0,3,1,0
28357,9,0,0,1,2,5,2,4,1,1,1,0,0
28358,10,0,0,4,1,7,1,4,1,1,1,1,0
28359,9,0,0,3,2,2,0,4,1,0,1,1,1
28360,10,0,0,4,5,13,0,4,1,0,3,1,0
28361,10,0,0,6,4,11,3,4,0,1,3,1,0
28362,13,0,0,2,2,3,0,4,1,0,1,1,1
28363,10,0,0,3,3,11,0,4,1,0,4,1,1
28364,9,0,0,3,2,2,0,4,1,0,1,1,0
28366,9,0,0,1,2,13,0,4,1,0,2,1,1
28367,9,0,0,1,2,0,5,4,0,0,0,1,0
28368,13,1173,0,5,2,9,0,4,1,0,2,1,0
28369,13,0,0,4,2,11,0,4,1,0,1,1,0
28370,9,0,0,1,2,2,3,4,1,1,1,1,0
28371,9,0,0,3,2,9,0,4,1,0,1,1,1
28372,13,0,0,3,2,11,1,4,1,1,1,1,0
28373,9,0,0,0,2,6,4,4,1,1,1,1,0
28374,9,0,1740,3,2,7,0,2,1,0,1,1,0
28375,10,0,0,1,2,7,1,4,0,1,0,1,0
28376,9,0,0,2,2,0,4,4,0,1,3,1,0
28377,13,0,1092,0,1,9,1,4,0,1,1,1,0
28378,13,0,0,0,2,9,1,4,1,1,1,1,1
28379,14,0,1977,2,2,9,0,4,1,0,1,1,1
28380,10,0,0,2,2,2,3,2,1,1,1,1,0
28381,9,0,0,0,2,6,0,4,1,0,1,1,0
28383,6,0,0,3,2,7,0,4,1,0,3,0,0
28385,9,0,0,1,2,3,0,4,1,0,1,1,0
28386,13,0,0,1,1,9,1,4,0,1,1,1,0
28387,13,0,0,3,0,3,1,4,1,1,1,1,0
28388,9,0,0,1,1,13,0,4,1,0,1,1,0
28389,9,0,0,1,1,10,0,4,1,0,1,1,1
28390,10,0,0,2,3,4,0,4,1,0,1,1,0
28391,9,0,0,2,2,11,3,4,0,1,0,1,0
28392,11,0,1669,1,1,0,3,4,1,1,1,1,0
28393,13,0,0,1,2,3,0,4,1,0,1,1,1
28395,1,0,0,1,2,6,1,2,1,1,1,0,0
28396,13,0,0,1,2,3,1,4,0,1,1,1,0
28397,10,0,0,1,2,2,0,4,1,0,1,1,1
28398,10,0,0,0,2,5,1,0,1,1,1,1,0
28399,9,0,0,2,2,7,1,4,0,1,0,1,0
28400,9,0,0,0,3,3,0,4,1,0,1,1,0
28401,9,0,0,1,2,6,5,4,0,0,1,0,0
28402,10,0,0,3,0,5,1,4,1,1,1,1,0
28403,7,0,0,6,2,7,3,4,1,1,3,1,0
28404,9,0,0,2,2,6,4,2,1,1,1,1,0
28405,13,0,0,0,2,9,0,4,1,0,1,1,0
28406,4,0,0,4,4,4,4,4,1,1,1,1,0
28407,10,1471,0,3,2,0,4,4,0,1,1,1,0
28408,9,0,0,0,2,2,0,4,1,0,1,1,0
28409,9,0,0,0,2,11,4,2,0,1,1,1,0
28410,9,0,0,0,2,5,3,2,1,1,1,1,0
28411,6,0,0,0,4,2,1,4,1,1,4,1,0
28412,10,0,0,0,2,3,5,4,0,0,1,1,0
28413,9,0,0,0,2,5,1,4,1,1,1,1,0
28414,5,0,0,0,2,7,1,4,1,1,0,1,0
28415,9,0,0,1,2,2,0,4,1,0,1,1,0
28416,3,0,0,1,2,2,0,4,1,0,1,0,0
28417,10,15024,0,1,2,2,0,4,1,0,1,1,1
28418,9,0,0,1,0,0,1,4,1,1,1,1,0
28419,9,0,0,3,4,2,0,4,1,0,1,1,1
28420,10,0,0,1,2,0,4,4,0,1,1,1,0
28421,13,0,0,1,2,3,1,4,0,1,0,1,0
28422,9,0,0,1,2,7,1,3,0,1,1,0,0
28423,9,0,2377,1,2,2,0,4,1,0,1,1,0
28424,7,0,0,6,2,7,3,4,0,1,0,1,0
28426,9,0,0,0,2,7,1,2,1,1,1,1,0
28427,14,0,0,2,4,3,1,4,0,1,1,1,0
28428,5,0,0,1,0,6,0,4,1,0,1,1,1
28429,10,0,0,1,0,12,1,4,1,1,1,1,0
28430,9,0,0,1,5,0,1,4,0,1,0,1,0
28432,9,0,0,0,2,2,0,4,1,0,1,1,0
28433,14,0,1902,2,2,9,0,1,1,0,1,0,1
28434,13,0,0,2,2,9,4,2,0,1,0,1,0
28435,9,0,0,0,2,0,3,4,0,1,1,1,0
28436,10,0,0,2,2,9,4,4,0,1,0,1,0
28437,9,0,0,4,2,3,1,4,0,1,1,1,0
28438,11,0,0,2,0,0,5,4,0,0,0,1,0
28439,9,0,0,2,5,2,0,4,1,0,1,0,0
28440,10,0,0,0,2,3,3,4,0,1,0,1,0
28441,3,0,0,3,2,11,5,4,0,0,3,0,0
28442,3,0,0,1,2,7,0,4,1,0,1,0,0
28443,7,0,0,6,2,7,3,4,0,1,3,1,0
28444,9,0,0,3,4,4,4,4,0,1,1,1,0
28445,4,0,0,4,2,4,0,2,1,0,1,1,0
28446,10,9386,0,4,0,0,0,4,1,0,1,1,1
28447,13,0,0,1,2,3,1,4,1,1,1,1,1
28448,10,0,0,1,2,2,0,4,1,0,1,1,0
28449,9,0,0,4,2,0,4,2,0,1,1,1,0
28450,12,0,0,1,2,11,5,4,0,0,3,1,0
28451,10,0,0,1,2,2,0,4,1,0,1,1,0
28452,14,4386,0,3,2,9,0,1,1,0,1,0,1
28453,11,0,0,1,2,12,5,4,0,0,0,1,1
28454,13,7298,0,2,2,3,0,4,1,0,1,1,1
28455,9,0,0,0,1,5,0,4,1,0,1,1,0
28456,7,0,0,1,4,5,4,4,0,1,1,0,0
28457,13,0,0,4,1,9,4,4,0,1,2,1,1
28458,13,0,0,0,2,3,3,4,1,1,1,1,0
28459,13,14344,0,0,2,9,4,4,0,1,1,1,1
28460,9,0,0,0,2,2,3,4,1,1,1,1,0
28461,9,0,0,0,2,11,3,4,1,1,0,1,0
28462,13,0,0,0,2,6,0,4,1,0,1,1,0
28463,9,0,0,7,0,2,0,4,1,0,0,1,0
28464,9,0,0,1,1,0,4,4,0,1,1,1,0
28465,9,0,0,1,2,2,3,2,1,1,0,1,0
28466,9,0,0,6,2,7,3,2,1,0,1,0,0
28467,10,0,0,1,2,7,1,4,0,1,2,1,0
28468,5,2885,0,3,2,2,0,4,1,0,1,1,0
28469,9,5178,0,3,2,2,0,4,1,0,1,1,1
28470,13,0,0,2,2,3,0,4,1,0,1,1,1
28471,9,0,0,0,3,3,1,4,1,1,2,1,1
28472,5,0,0,3,2,4,0,4,1,0,1,0,0
28473,10,0,0,1,2,2,4,4,1,1,1,0,0
28474,9,2387,0,4,2,13,4,2,0,1,1,1,0
28475,13,0,0,3,2,3,0,4,1,0,1,1,1
28477,6,0,0,0,2,6,3,4,0,1,1,1,0
28479,9,0,0,0,2,5,3,4,1,1,4,1,0
28480,12,0,0,2,4,2,0,4,1,0,0,0,0
28481,5,0,0,3,2,5,0,4,1,0,1,1,0
28483,3,0,0,1,2,2,2,4,1,0,1,0,0
28484,10,0,0,1,2,11,1,1,0,1,1,1,0
28485,9,0,0,1,2,2,3,4,1,1,1,1,0
28486,9,0,0,0,2,2,0,4,1,0,2,1,0
28487,12,0,0,2,2,2,0,4,1,0,2,0,0
28488,9,0,0,1,2,6,0,4,1,0,1,1,0
28489,13,15024,0,3,2,3,0,4,1,0,1,1,1
28490,9,0,0,2,5,0,1,2,0,1,0,1,0
28491,9,0,0,2,2,4,0,4,1,0,1,1,0
28492,9,0,0,0,2,7,3,4,1,1,0,1,0
28493,13,0,0,0,2,0,3,4,0,1,1,1,0
28494,5,0,0,2,2,7,0,4,1,0,1,0,0
28495,9,0,0,3,2,11,4,2,0,1,1,1,0
28496,11,3137,0,1,4,3,0,4,1,0,1,1,0
28497,13,0,0,0,5,10,1,2,0,1,1,1,0
28498,9,0,0,1,2,3,0,4,1,0,1,1,0
28499,10,0,0,0,0,0,2,4,1,1,1,1,0
28501,4,0,0,3,2,7,1,4,0,1,1,1,0
28502,10,0,0,6,2,0,3,4,0,1,3,1,0
28504,12,0,0,2,2,2,1,4,1,1,1,1,0
28506,10,0,0,2,3,13,0,4,1,0,1,1,1
28507,2,0,0,3,2,8,2,4,0,1,1,0,0
28508,13,0,0,1,2,11,1,4,1,1,1,1,0
28509,11,0,1974,1,2,12,1,4,0,1,1,1,0
28510,10,0,0,1,2,9,0,4,1,0,1,1,1
28511,16,0,0,3,2,9,0,1,1,0,1,0,1
28512,13,0,0,0,2,7,2,4,0,1,1,1,0
28513,13,0,0,3,4,11,4,4,0,1,3,1,0
28514,13,0,0,3,2,0,4,4,0,1,1,1,0
28515,12,0,0,1,2,13,1,2,1,1,0,0,0
28516,9,0,0,1,2,5,0,4,1,0,1,1,0
28517,7,0,0,6,2,0,3,4,0,1,3,1,0
28518,9,0,0,1,2,6,5,4,0,0,1,1,0
28519,15,0,1887,1,0,9,0,4,1,0,1,1,1
28520,9,0,0,0,2,2,0,4,1,0,1,1,0
28521,11,0,0,1,2,11,4,4,0,1,1,1,0
28523,14,0,0,2,1,3,0,4,1,0,1,1,1
28524,4,0,0,5,2,5,0,4,1,0,0,1,0
28525,10,0,1876,2,1,9,1,4,0,1,1,1,0
28526,9,0,0,0,2,11,4,4,0,1,2,1,0
28527,6,0,1980,0,2,11,2,4,1,1,1,1,0
28528,15,0,0,1,2,3,1,4,1,1,1,1,1
28529,9,0,0,6,2,11,1,4,1,1,0,1,0
28530,11,0,0,4,1,9,4,4,1,1,1,1,1
28531,10,0,0,0,2,6,1,4,1,1,1,1,0
28532,7,0,0,3,2,6,0,4,1,0,1,1,0
28533,13,0,0,1,2,3,1,4,0,1,1,1,0
28534,14,0,0,0,1,9,1,4,0,1,1,0,0
28535,13,0,0,0,5,9,3,4,1,1,3,1,0
28536,13,0,0,1,3,2,0,4,1,0,1,1,1
28537,14,0,0,2,2,3,0,4,1,0,1,1,1
28538,13,0,0,3,2,3,4,4,0,1,1,1,1
28539,9,0,0,0,2,11,0,4,1,0,1,1,0
28540,10,0,0,2,2,9,4,4,0,1,1,1,0
28541,6,3464,0,1,2,6,3,4,0,0,1,1,0
28542,9,0,0,2,2,6,1,2,1,1,1,1,0
28544,9,0,0,4,2,3,1,4,0,1,1,1,0
28545,9,0,0,1,2,13,0,4,1,0,2,1,1
28546,10,0,0,2,2,0,4,4,0,1,0,1,0
28547,14,0,0,0,2,3,1,2,0,1,1,1,0
28549,9,0,0,1,2,0,5,4,0,0,0,1,0
28550,13,0,1902,2,2,9,0,4,1,0,1,1,1
28551,10,0,0,2,2,9,0,4,1,0,1,1,1
28552,9,0,0,3,2,6,1,4,0,1,1,1,0
28553,13,0,0,0,2,11,0,4,1,0,1,1,1
28554,12,0,0,0,2,9,1,4,0,1,0,1,0
28555,10,0,0,3,2,9,1,4,0,1,1,1,0
28556,10,0,0,1,2,2,0,4,1,0,1,1,0
28557,14,0,0,1,2,9,0,1,1,0,1,0,1
28558,9,0,0,4,2,7,1,4,0,1,0,1,0
28559,11,0,0,2,2,3,1,4,0,1,1,1,0
28560,4,0,0,4,2,2,0,2,1,0,1,1,0
28561,14,0,0,3,2,9,0,4,1,0,0,0,1
28562,13,0,0,1,2,11,0,4,1,0,1,1,1
28563,13,0,0,2,3,3,0,4,1,0,1,1,1
28564,3,0,0,4,2,7,0,1,1,0,1,1,0
28565,10,0,0,0,2,0,1,4,1,1,0,1,0
28566,10,0,0,1,2,2,0,4,1,0,1,1,0
28567,6,0,0,1,2,6,1,4,0,1,1,1,0
28568,7,0,0,6,1,2,3,4,1,1,0,1,0
28569,14,0,0,4,2,5,0,4,1,0,1,1,0
28570,9,0,0,2,2,6,0,4,1,0,2,1,1
28571,12,0,0,2,1,5,0,4,1,0,1,1,0
28572,6,0,0,6,2,5,3,4,1,1,3,1,0
28573,9,0,0,0,1,2,0,4,1,0,1,1,0
28574,10,0,0,1,0,12,4,2,0,1,1,1,0
28575,9,0,0,0,2,3,5,4,0,0,1,0,0
28576,10,0,0,2,2,0,4,4,0,1,0,1,0
28577,14,0,0,2,0,2,0,4,1,0,1,1,0
28578,13,0,0,1,5,3,0,4,1,0,1,1,0
28579,9,0,0,2,2,7,1,2,1,1,1,0,0
28580,9,0,0,0,2,0,4,4,0,1,1,1,0
28581,9,0,0,6,2,7,3,1,0,1,1,1,0
28582,5,0,0,2,4,2,0,4,1,0,1,0,0
28583,10,5013,0,3,2,2,0,4,1,0,1,1,0
28584,9,0,0,1,2,13,0,4,1,0,1,1,0
28585,13,4508,0,1,2,13,0,4,1,0,1,1,0
28587,10,0,0,2,2,5,3,4,1,1,1,1,0
28588,4,0,0,4,2,11,0,4,1,0,1,1,0
28590,10,0,0,0,2,11,3,4,1,1,1,0,0
28591,10,0,0,1,2,2,0,4,1,0,1,1,0
28592,9,0,0,0,4,7,4,4,0,1,1,1,0
28593,9,0,0,3,5,13,0,4,1,0,1,0,0
28594,13,0,0,0,3,11,0,4,1,0,4,1,1
28595,9,0,0,1,2,3,0,4,1,0,0,1,0
28596,13,0,0,1,2,2,0,4,1,0,1,1,1
28597,2,0,0,0,2,4,1,3,1,1,2,0,0
28598,9,0,0,2,2,2,0,4,1,0,1,1,0
28599,13,0,0,1,2,3,1,4,1,1,1,1,0
28600,9,0,0,2,2,5,3,4,1,1,1,0,0
28601,9,0,0,2,2,11,0,4,1,0,0,1,1
28602,13,0,0,2,2,9,2,4,0,1,1,1,0
28604,10,3137,0,3,1,10,0,4,1,0,1,1,0
28605,3,0,0,3,4,2,0,4,1,0,1,1,0
28606,13,0,0,1,5,9,0,4,1,0,1,1,0
28607,12,7688,0,2,2,11,0,4,1,0,1,1,1
28608,10,0,0,2,4,6,1,4,1,1,0,1,0
28609,9,0,0,1,2,2,0,4,1,0,1,1,0
28610,10,0,0,1,1,10,0,4,1,0,2,1,1
28611,11,0,0,0,2,5,4,4,1,1,1,1,0
28612,10,0,0,1,2,0,1,2,0,1,0,1,0
28613,9,15024,0,1,2,2,0,4,1,0,1,1,1
28614,9,0,0,6,2,6,3,4,1,1,1,1,0
28615,9,0,0,2,1,6,0,2,1,0,1,1,0
28616,12,0,0,2,2,3,0,4,1,0,1,1,1
28617,10,0,0,1,2,10,3,2,1,1,0,1,0
28619,10,0,0,1,2,0,4,4,0,1,1,1,0
28620,9,0,0,0,2,2,0,4,1,0,1,1,0
28621,13,0,0,1,2,7,1,4,0,1,0,1,0
28622,13,0,0,3,2,9,0,4,1,0,1,1,0
28623,7,0,0,1,2,2,1,4,1,1,2,1,0
28624,10,0,0,0,1,10,3,4,1,1,1,1,0
28625,9,0,0,0,2,11,1,4,0,1,4,1,0
28626,13,7298,0,1,2,9,0,4,1,0,2,1,1
28627,10,0,0,4,2,7,0,4,1,0,3,1,0
28630,10,0,0,6,2,2,3,4,1,1,3,1,0
28631,10,0,0,2,2,6,0,3,1,0,1,1,1
28632,7,0,0,6,2,7,3,4,1,1,3,1,0
28633,12,0,0,0,2,11,3,4,0,1,0,1,0
28634,9,0,0,2,2,7,3,4,1,1,1,0,0
28635,7,0,0,2,2,6,1,4,0,1,1,1,0
28636,9,0,0,3,0,3,0,4,1,0,1,1,0
28637,12,0,0,0,2,11,1,4,1,1,1,1,0
28638,9,0,0,1,2,7,0,4,1,0,1,1,0
28639,9,0,0,1,2,13,3,2,1,1,1,1,0
28640,10,3908,0,3,2,13,0,4,1,0,1,1,0
28641,13,0,0,0,2,11,1,4,1,1,1,1,0
28642,13,0,0,1,1,9,0,4,1,0,1,1,1
28643,9,0,0,2,2,11,1,4,1,1,1,1,0
28644,13,0,0,0,2,7,3,4,0,1,0,1,0
28645,11,15024,0,3,2,3,0,4,1,0,1,1,1
28646,10,0,0,2,4,2,0,4,1,0,1,1,0
28647,9,0,0,2,2,2,0,4,1,0,1,1,0
28648,11,0,0,2,0,2,1,0,0,1,2,1,0
28649,9,0,0,3,2,2,0,4,1,0,1,0,0
28650,10,7298,0,1,2,13,0,4,1,0,1,1,1
28651,15,0,0,2,4,9,0,1,1,0,1,0,1
28652,15,0,2415,3,4,9,0,4,1,0,0,1,1
28653,10,0,0,0,2,11,1,4,0,1,1,1,0
28654,9,0,0,1,2,4,1,4,1,1,1,0,0
28655,9,0,0,0,2,7,1,4,1,1,0,1,0
28656,9,0,0,1,2,2,0,4,1,0,1,1,0
28657,7,0,0,2,2,13,3,4,1,1,0,1,0
28658,13,0,0,2,2,11,0,4,1,0,2,1,1
28659,11,0,0,1,5,7,0,1,1,0,1,1,0
28660,9,0,0,0,2,5,3,4,1,1,1,1,0
28661,9,0,2002,3,2,11,0,4,1,0,1,1,0
28662,10,0,0,2,2,7,1,4,1,1,0,1,0
28663,10,0,0,3,2,9,1,4,1,1,1,1,0
28664,5,0,0,0,2,6,3,2,0,1,1,0,0
28665,15,0,0,0,2,9,1,1,1,1,1,1,0
28666,10,0,0,2,5,0,4,4,0,1,0,1,0
28667,7,0,0,6,2,7,3,4,1,1,0,1,0
28668,13,0,0,1,2,0,1,4,1,1,1,1,0
28669,16,0,1977,3,2,12,0,4,1,0,1,0,1
28670,14,0,0,1,2,0,1,2,0,1,1,1,0
28671,14,0,0,2,2,3,0,4,1,0,1,1,1
28672,10,0,0,0,2,2,0,4,1,0,0,1,0
28673,12,0,0,0,2,7,1,4,0,1,0,1,0
28674,11,0,0,0,2,2,0,4,1,0,1,0,0
28675,13,7688,0,2,1,9,5,4,0,0,0,1,1
28676,9,0,1573,0,4,4,0,4,1,0,2,1,0
28677,10,0,0,1,2,12,4,4,0,1,1,1,0
28678,10,0,0,1,2,2,0,4,1,0,2,1,1
28679,10,0,0,6,2,11,3,4,1,1,0,1,0
28680,13,0,0,2,2,3,5,4,0,0,1,1,1
28681,14,0,0,3,1,9,1,4,0,1,1,1,0
28682,9,0,625,2,2,2,4,4,1,1,1,1,0
28683,10,0,0,0,2,11,3,3,0,0,0,0,0
28684,9,0,0,0,2,7,1,4,1,1,1,1,0
28685,5,0,0,1,2,5,0,4,1,0,1,1,0
28687,4,0,0,3,4,13,0,4,1,0,1,1,1
28689,13,0,0,1,3,11,4,4,0,1,1,1,0
28690,14,0,1977,1,2,9,5,4,0,0,1,1,1
28691,13,4101,0,0,1,0,1,2,0,1,2,1,0
28692,11,0,0,1,1,3,3,4,1,1,1,1,0
28693,7,0,0,1,2,2,1,1,1,1,1,0,0
28694,9,0,0,1,3,3,0,4,1,0,2,1,0
28695,12,0,0,3,3,11,0,4,1,0,2,1,0
28696,10,0,0,1,2,3,1,4,1,1,1,1,0
28697,14,0,0,5,2,9,1,4,0,1,3,0,0
28698,14,0,0,2,2,9,0,4,1,0,1,1,1
28699,9,0,0,3,4,11,0,4,1,0,1,1,0
28700,11,0,0,2,2,0,0,4,1,0,1,1,1
28701,9,0,0,4,4,11,0,4,1,0,3,1,0
28702,9,0,0,2,0,0,0,4,1,0,1,1,1
28703,9,0,0,0,2,2,0,4,1,0,1,1,1
28704,10,0,0,4,2,11,4,4,0,1,1,1,1
28706,10,0,0,2,4,3,0,4,1,0,1,1,1
28707,9,0,0,0,2,4,4,4,1,1,1,1,0
28708,9,0,0,6,2,5,3,4,0,1,0,1,0
28709,10,0,0,0,2,11,3,4,0,1,0,1,0
28710,9,0,0,0,2,7,3,2,1,1,0,1,0
28711,10,0,0,1,2,11,0,4,1,0,1,1,0
28712,7,0,0,4,2,4,1,4,1,1,3,1,0
28713,10,0,0,0,2,5,1,4,1,1,0,1,0
28714,3,0,0,1,2,2,1,4,1,0,1,0,0
28716,9,0,0,3,2,2,0,4,1,0,1,1,0
28717,11,0,0,5,4,4,0,4,1,0,0,1,1
28718,9,0,0,2,2,12,0,4,1,0,1,1,1
28719,13,0,0,0,1,9,1,2,0,1,1,1,0
28720,10,0,0,0,2,6,0,4,1,0,1,1,1
28721,9,1409,0,7,4,7,0,4,1,0,1,1,0
28722,6,0,0,1,2,13,1,2,0,1,1,1,0
28723,14,0,0,1,2,3,0,4,1,0,1,1,1
28724,9,0,0,1,2,0,0,4,1,0,2,1,1
28725,9,0,0,3,5,7,1,4,0,1,0,1,0
28726,9,0,0,2,2,0,4,4,0,1,1,1,0
28727,9,0,0,1,2,13,0,4,1,0,1,1,0
28728,10,7688,0,1,2,11,0,2,1,0,1,1,1
28729,15,0,0,5,3,9,0,4,1,0,0,1,1
28730,10,0,2258,3,2,4,1,4,1,1,2,1,1
28731,13,0,0,0,2,3,1,4,0,1,1,1,0
28732,9,0,0,3,2,6,5,4,0,0,1,0,1
28733,10,0,0,0,2,2,1,4,1,1,1,1,0
28734,12,0,0,2,1,2,1,4,1,1,1,1,0
28735,9,0,0,4,2,3,0,4,1,0,1,1,1
28736,9,0,0,3,2,0,2,4,0,1,1,1,0
28737,9,0,0,1,2,7,4,2,0,1,1,1,0
28738,9,7688,0,3,2,9,0,4,1,0,1,1,1
28739,7,0,0,1,2,6,0,4,1,0,1,1,0
28740,9,0,0,5,3,3,0,4,1,0,0,1,1
28741,3,0,0,1,4,7,5,4,0,0,3,0,0
28742,8,0,0,2,2,0,1,0,1,1,1,1,0
28743,11,0,0,1,2,12,5,4,0,0,1,1,0
28744,9,0,0,0,2,6,0,4,1,0,1,1,0
28745,10,13550,0,1,2,3,1,4,1,1,2,1,1
28746,13,15024,0,1,2,3,0,4,1,0,1,1,1
28747,14,0,1848,1,5,6,0,4,1,0,1,1,1
28748,14,0,0,2,2,3,0,4,1,0,1,1,1
28749,3,0,0,3,4,12,1,1,0,1,3,1,0
28750,9,0,0,6,2,0,3,4,0,1,1,1,0
28751,10,0,0,3,2,11,0,4,1,0,1,1,0
28752,13,0,0,1,2,0,4,4,1,1,1,1,0
28753,7,0,0,0,2,7,3,4,0,1,1,1,0
28754,7,0,0,6,2,5,3,4,1,1,3,1,0
28755,10,0,0,2,2,11,0,4,1,0,1,1,1
28756,10,0,0,0,2,7,2,3,0,1,0,0,0
28757,9,0,0,1,2,0,4,4,0,1,1,1,0
28758,16,0,0,4,2,9,1,4,0,1,1,1,0
